,name,areal,regions,pochvs,pharmacop,redbook,req,sowing,collect,him_sostav,med_list
104,Морковь Дикая,"Будучи сорным растением, морковь дикая постоянно  расширяет  свой ареал.   Ее современное  распространение  охватывает  южные,  западные  и центральные районы  Европейской  России","Вологодская область, Самарская область, Саратовская область","красные, высокопоясные",False,False,,апрель,июль,"В плодах содержится эфирное масло (до 2,78 %), в составе которого идентифицированы линалоол, гераниол, геранил ацетат, βпинен,  αпинен,  лимонен,  сабинен,  βбизаболен,  даукол,  азарон, цимол, камфен, βмирцен, αфелландрен, αтерпинен , рцименн,  Zβоцимен,  Еβоцимен,  циссабиненгидрат, борнеол,  транскарвеол,  цитронеллат;  витамины  (С, B1, B2, B3 (пантотеновая  кислота),  B6, В9 (фолиевая  кислота),  PP, E, Н (биотин),  K); каротиноиды  (βкаротин)","Известен  комбинированный препарат,  содержащий  жидкий  экстракт  семян  дикой моркови – Уролесан (капсулы, капли для приема внутрь).  Он способству ет отхождению  камней  из мочеточников, уменьшает воспалительные явления в мочевых путях, усиливает  желчеобразование  и желчеотделение"
105,Мята Перечная,"Мята  перечная  в природных  местообитаниях не встречается, поскольку представляет собой естественный  гибрид,  возникший  в странах  Западной  Европы (Англия,  Франция , Италия),  где она издавна  культивируется.  Иногда дичает","Приморский край, Самарская область, Северная Осетия-Алания","черноземы, луговые, красные, засоленные, высокопоясные",True,False,7 т.,апрель,октябрь,"В листьях  содержится  эфирное масло  (не менее  1 %), в составе  которого  идентифицированы терпеноиды (ментол, ментон, ментилацетат, пиперитон, αпинен, βпинен, сабинен, мирцен, лимонен, 1,8цинеол, цисβоцимен,  трансβоцимен, пцимол, αтерпинен, октенол2, βкариофиллен, камфора, γкадинен, карвон, дигидрокарвеол, цисдигидрокарвон, эвкалиптол, пулегон, пиперитон), фенолкарбоновые кислоты (галловая, кофейная, салициловая); катехины (эпикатехин); флавоноиды (ориентин, гиперозид, гисперидин, рутин, афзелин, лютеолин, кверцетин); органические  кислоты  (уксусная);  макрои микроэлементы (K, Ca, Mg, P, Si, Fe, Al, Na); обнаружены  каротиноиды (βкаротин)","Мятные таблетки, настой листьев и настойку мяты перечной применяют  при спазмах  желудочнокишечного  тракта,  метеоризме, тошноте и рвоте.   В качестве  желчегонного  средства  перечисленные препараты рекомендуют при холецистите, холангите, желчнокаменной болезни и гепатитах"
106,Наперстянка Крупноцветковая,"У наперстянки крупноцветковой евроазиатский тип ареала.  В России встречается в Псковской, Калиниградской, Смоленской, Брянской, Орловской, Курской,  Тверской,  Нижегородской,  Саратовской,  Тульской,  Пензенской,  Кировской,  Свердловской,  Челябинской  областях,  Башкортостане  и в Пермском  крае","Башкортостан, Брянская область, Калининградская область, Кировская область, Краснодарский край, Курская область, Нижегородская область, Орловская область, Пензенская область, Пермский край, Псковская область, Саратовская область, Свердловская область, Северная Осетия-Алания, Смоленская область, Ставропольский край, Тверская область, Тульская область, Челябинская область","подзолистые, дерновые, черноземы, красные, высокопоясные",True,False,7 т.,март,сентябрь,"Из травы, листьев и семян выделено более 60 гликозидов: первичные гликозиды (пурпуреагликозиды  А, В и глюкогиталоксин),  которые под действием фермента дигипурпидазы трансформируются во вторичные гликозиды (дигитоксин, ацетилдигитоксин,  дигитонин,  гиток син хитоксин,  гиталоксин и др","Настой листьев наперстянки назначают для профилактики и лечения хронической сердечной недостаточности (декомпенсации) различного происхождения: митральных пороках, коронарокардиосклерозе,  гипертонической  болезн и, дистрофии миокарда.  Длительность применения определяют сроком восстановления кровообращения и нормальной частоты сердечных сокращений, нормализацией диуреза, исчезновением отеков, улучшением сна и общего самочувствия"
107,Ноготки Лекарственные,"В диком виде произрастает в странах Средиземноморья.   Широко  распространена  в культуре, в том числе  на территории  России:  на Северном  Кавказе, в Поволжье,  в центральных  районах  Нечерноземной и Черноземной зон европейской части РФ",Северная Осетия-Алания,"дерновые, лесные, черноземы, каштановые, высокопоясные",True,False,5 т.,,,"В цветках  содержится  эфирное масло  (0,10,4 %); сесквитерпены  (кариофиллен  и др","Настойку, мази, эмульсии и свежий  сок из цветков  календулы  применяют  как антисептическое,  противовоспалительное  и ранозаживляющее средства при наружном лечении полости рта (гингивитах, пиорее, воспалительнодистрофической форме парадонтоза, тонзиллит ах, ангинах), эрозии шейки матки, трихомонадных кольпитов, мелких ран, порезов,  ушибов,  ожогов,  фурункулезов,  блефаритов и свищей.   В ВИЛАР разработан сбор Элекасол,  разрешенный для применения  в медицинской  практике  в качестве антимикробного  и противовосп алительного  средства"
108,Облепиха Крушиновидная,"Облепиха — евроазиатский вид.  В России облепиха растет, главным образом, на юге Восточной и Западной Сибири, на Северном Кавказе","Бурятия, Калининградская область, Северная Осетия-Алания","черноземы, луговые, красные, черные, высокопоясные",False,False,3 т.,,,"В плодах облепихи содержатся  сахара  (1,34,5 %), витамины  (С (105135 мг/%), Е (1013 мг/%), РР (0,351,02 мг/%)); органические кислоты (0,94,2 %); каротиноиды (βкриптоксантин,  βкаротин (9,714,5 мг/%));  липиды (3,14,9 %), представленные в основном триацилглицеридами; флавонолы  (изорамнетином  и его гликозиды  (1118  мг/100  г): I3неогесперидозид,  I3глюкозид,  I3рамнозилглюкозид, I3софорозид7рамнозид, 3Oβглюкозид7Oαрамнозид,  3Oβглюкозид7Oα(3’’изовалерил)рамнозид); пищевые волокна,  макрои микроэлементы  (K, Ca, Mg,  Fe, Mn, Zn, Cu, Cr, Co, Mo, Se;  В мякоти плодов содержатся жирные кислот ы (миристиновая, пальмитиновая, эйкозановая и тетракозановая, олеиновая, линолевая, αлиноленовая, пальмитолеиновая  и гексадекадиеновая);  токоферолы  (атокоферол  (доминирует),  β, γи δтокоферолы);  361  фитостерины  (βситос терин (в мякоти плодов – 30,65±1,72 мг/100 г, в семенах – 26,67±1,98 мг/100 г), кампестерин, стигмастерин, брассикостерин, эргостерин, 24метиленциклоартанол,  сквален)","Облепиховое масло применяют  при ожогах  (в частности,  ожогах  глаз),  трофических язвах, пролежнях, заболеваниях кожи с вяло текущими  процессами  эпителизации.   При введении  облепихового масла в раневые полости и полости нагноения быстрее происходит грануляция ран и очищение их от гнойных налетов"
109,Овес Посевной,В диком виде овес посевной не встречается.  Происхождение культурных форм овса остается до конца  не выясненным,,"лесные, высокопоясные",False,False,5 т.,июль,август,"В зернах овса содержатся белки (от 9 до 20 %), в которых доминируют фракции проламинов (авенинов) – до 55 %, глобулинов (авеналинов) – до 20 %, альбуминов – 14 % и глютелинов; углеводы  (представлены  клетчаткой  (4,724 %), крахмал (амилопектин  (7580 %) и амилоза  (2025 %)), сахарами и слизеобразующим  полисахаридом  βглюканом);  витамины  (В1, В2, В3, В6, В8,С, Е, Н); макрои микроэлементы (Si, P, Mg, Ca, K, Zn, Cu, Mn, Fe); фенолкарбоновые  кислоты (феруловая, ванильная, синаповая и пгидроксибензойная, ванилиновая, сиреневая в виде сложных эфиров,  связанных  с полисахаридами  и белками;  в околоплоднике – свободные гидроксикоричные кислоты; также  обнаружена  авеналумовая  кислота  и ее 3гидроксии 3метоксипроизводные, являющиеся э тиленовыми  гомологами  Еизомеров  кумаровой,  кофейной  и феруловой  кислот,  ковалентно  связанных  с аминогруппой гидроксизамещенных аминобензойных кислот); флавоноиды (апигенин, лютеолин, трицин, кверцетин, кемпферол); жирное масло (212 %)  содержит 5060 % триацилглицеринов, высшие жирные кислоты (пальмитиновая  (17,118,9 %), стеариновая  (1,31,85 %), миристиновая (0,21,0 %), олеиновая (38,845,8 %), линолевая  (32,242,3 %), линоленовая  (1,52,48 %)); αтокотриенол, αтокоферол и их  βизомеры, γтокоферол  и δтокотриенол","Отвары из овса применяют при вирусном гепатите, гастритах, энтероколитах, язвенной болезни жел удка и двенадцатиперстной кишки.  Настойку из травы овса применяют в качестве общеукрепляющего,  тонизирующего  средства  при плохом аппетите, при переутомлении и бессоннице"
110,Одуванчик Изогнутый,"Одуванчик лекарственный встречается по всему северному полушарию.  Произрастает почти по всей Европейской России, кроме Арктики, высокогорных и пустынных  районов","Красноярский край, Магаданская область, Северная Осетия-Алания, Хабаровский край, Чукотский автономный округ",лесные,True,False,,,,"В подземной части (корнях) содержатся сесквитерпеноиды (лактукопирин, 4α,11β,13,15тетрагидроридентин  В (1,3эпимер  4α,15дигидроериванина), 1’ОβDглюкопиранозид тараксаколида, 1’ОβDглюкопиранозид тараксиновой кислоты, 1’ОβDглюкопиранозид 11,13дигидротараксиновой кислоты, 14ОβDглюкозилтараксиновая кислота, 14ОβDглюкозил11,13дигидротараксиновая кислота,  11β,13дигидролактуцин,  иксерин  D, айнслиозид); тритерпеноиды (тараксастерин, ацетат ψтараксастерина, αамирин, тараксерол, ψтараксастерол, тараксол, 3βгидроксилуп18(19)ен21он); стероиды (стигмастерин, βситостерин, даукостерин, андростерин, гомоандростерин, гомотараксастерин, клуианол); лактоны  (тараксакозид,  глюкозид  βгидроксиγбутиролактона,  βО[4О(nгидроксифенилацетил)βDглюкопиранозид] βгидроксиγбутиролактона); фенолкарбоновые кислоты (цикориевая, nгидроксифенилуксусная);  фенилпропаноиды  (дигидрокониферин,  сирингин, дигидросирингин); высшие жирные кислоты (каприловая, каприн овая, лауриновая, миристиновая, пальмитиновая, стеариновая, олеиновая, линолевая, линоленовая, мелиссовая, церотиновая); углеводы (фруктоза, сахароза, фруктозаны, глюкоза, инулин); органические кислоты (винная, лимонная)","Отвар  корней  одуванчика и свежие корни применяют для возбуждения аппетита и улучшения пищеварения, в том числе для улучшения секреторной и моторной деятельности желудка и кишечника, для повышения желчеотделения и секреции пищеварительных же лез.  Отвар одуванчика применяют как самостоятельно, так и в смеси с другими желчегонными средствами при холециститах, гепатохолециститах, анацидных гастритах, осложненных патологией желчного пузыря и хроническими запорами"
111,Окопник Жёсткий,"Широко  распространен  по предгорьям, горнолесному  и субальпийскому  поясам  Северного Кавказа  и Закавказья.   Северная  граница  ареала  начинается у берегов  Черного  моря,  близ  Новороссийска,  идет на восток  к Ставрополю,  Буденновску,  устью  Андийского  Койсу;  далее  круто  опускается  на юг, проходит  по территории  Дагестана  и идет  по среднему  течению  рек, текущих  с Большого  Кавказа  в Каспийское  море","Дагестан, Северная Осетия-Алания, Ставропольский край","лесные, черноземы, высокопоясные",False,False,,август,сентябрь,"В подземной  части  (корнях) содержатся  пирролизидиновые  алкалоиды  (до 0,2 %): эхимидин, симфитин, циноглоссин, гликоалколоид консолидин, дубильные вещества, слизи, холин, следы эфирного масла","Отвар корней окопника жесткого  применяют  в народной  медицине  при вну371  тренних кровотечениях, а также в качестве вяжущего средства  при расстройствах  пищеварения,  как отхаркивающее  средство  при различных  легочных  заболеваниях.  Однако  внутреннее  применение  требует  осто рожности, так как растение ядовито"
112,Ольха Чёрная,"ее охватывает северную и среднюю части европейской территории России, Урал и Кавказ.  В Западной Сибири встречается западнее 76ов","Волгоградская область, Самарская область, Северная Осетия-Алания, Челябинская область","болотные, лесные, черноземы, полупустынные, аллювиальные, высокопоясные",True,False,25 т.,март,октябрь,"В соплодиях содержатся тритерпеноиды; стероиды; фенолкарбоновые кислоты (галловая,  эллагалловая);  дубильные  вещества  (630 %), в том числе  галлотанин  (23 %), эллаготанин,  глютиноин, педункулагин, прекоксин; кумарины; флавоноиды; жирное  масло  (16 %); высшие  жирные  кислоты,  высшие алифатические спирты","Соплодия ольхи применяют как вяжущее и кровоостанавливающее средство.  Их отвары  эффективны  при энтеритах,  диспепсии,  энтероколитах, дизентерии и хроническом колите, способствуют  уменьшению  бродильных  и гнилостных  процессов при хронических  колитах,  сопровождающихся  диареей"
113,Омела Белая,"Омела — евроазиатский вид с обширным ареалом,  совпадающим  с распространением  широколиственных лесов равнин, предго рий и горных склонов.  Распространена  на юге и югозападе  европейской  части России и на Кавказе, где достигает почти 4000 м над уровнем моря","Крым, Северная Осетия-Алания, Ставропольский край","черноземы, полупустынные, красные",False,False,85 т.,,,"В побегах содержатся полисахариды (представлены водорастворимыми веществами, состоящими из нейтральных моносахаров (около 4,5 %); пектинами (около 2,3 %); гемицеллюлозой А (около  2,2 %) и гемицеллюлозой  В (около  3,3 %); среди моносахаров наиболь шее количество принадлежит глюкозе (около 6,5 %), галактуроновой кислоте (около  13,8 %) и дезоксисахарам  (рамнозе);  полипептиды; органические  кислоты  (молочная,  изовалериановая, капроновая);   тритерпены   (олеаноловая,   урсоловая),  376  азотсодержащие вещества (холин и его производные (пропионилхолин и ацетилхолин), норвискальбин, вискальбин, тирамин, фенилэтиламин, гистамин, βфенилэтиламин, пропионилхолин), алкалоидноподобное вещество вискотоксин  (до 0,1 %); лектины; лигнаны (4,4диОглюкозид сирингарезинола (элеутерозид Е)  и Оглюкозид  сирингарезинола;  гликозиды  (вискумнеозид V, нарингенин,  рамноцитрин  и др","В народной медицине порошок и водные извлечения из омелы использовались при н ервных заболеваниях, эпилепсии и судорогах, бронхиальной астме, малокровии, гипертрофии простаты, миомах и карциноматозе.  Омелу применяли в акушерскогинекологической  практике  при кольпите,  длительных метроррагиях, особенно у больных артериальной гипе ртензией в климактерический период"
114,Очиток Большой,"Очиток  большой  — растение  европейского флористического  центра,  заходящее  в западные  районы России.   Растет  в Калининградской  области  и в средней полосе европейской части России","Забайкальский край, Калининградская область, Северная Осетия-Алания","красные, высокопоясные",False,False,7 т.,сентябрь,сентябрь,"В надземной части (траве) содержатся органические кислоты (яблочная, лимонная, щавелевая, αкетотоглутаровая); аминокислоты (преобладают  аспарагиновая  и глутаминовая  кислоты); углеводы  в виде  моно, дии полисахаридов  (седогептулоза,  глюкоза,  фруктоза , сахароза  и др","Лекарственный препарат Биосед  (водный  экстракт  травы  очитка  большого в ампулах) применяли как вспомогательное средство, стимулирующее обменные процессы и тканевую регенерацию в офтальмологии, терапии, хирургии и стоматологии.   Наружно сок растения и свежие листья используют для фитоаппликации  на болезненные  суставы,  мозоли, проявления атопического дерматита, ожогов"
115,Паслен Сладко-Горький,"Встречается  почти  по всей  европейской  части России  (кроме  северных  районов,  Заволжья  и Нижнего Поволжья), а также на Дальнем Востоке, Кавказе, на юге Западной и Восточной Сибири.  В 2009 г","Крым, Северная Осетия-Алания","желтоземы, черные",True,False,57 т.,апрель,апрель,"Во всех частях растения (корнях, стеблях, листьях, цветах, плодах и семенах), содержатся несколько различных типов стероидных алкалоидных гликозидов: Δ5томати денол (агликон),  αсоламарин  и βсоламарин;  соланидин  (агликон),  соланин, соласодин  (агликон),  соласонин,  соламаргин,  соладульцидин (агликон), соладулцидинтетраозид","В народной медицине паслен сладкогорький используют при повышенной половой возбудимос ти, как антиафродизеатическое средство, при воспалении мочевого пузыря и цистоуретрите, при хронических кожных заболеваниях, простудах,  невралгии,  в качестве  послабляющего,  потогонного, болеутоляющего, успокаивающего средства, при ревматизме  и подагр е.  Имеются  также  сведения  о вяжущих, желчегонных, отхаркивающих, кровоочистительных,  противовоспалительных  свойствах"
116,Пассифлора Инкарнатная,"Родина пассифлоры инкарнатной — Бразилия,  Бермудские  острова,  южные,  центральные и юговосточные штаты США.   Культивируют  во влажных  субтропиках  Закавказья",,черноземы,False,False,7 т.,апрель,апрель,"В надземной  части  (траве) содержатся  флавоноиды  (в основном  гликозиды  апигенина  и лютеолинаизовитексин,  изоориентин  и их 2»βDглюкопиранозиды,  шафтозид,  изошафтозид,  виценин2, свертисин,  2глюкозилапигенин,  изоскопарин2»Оглюкозид);  значительное  количество  флавоноидов  обнаружено  в листьях  и цветах;  фенолкарбоновые кислоты  (производные  кофейной  кислоты,  гликозид пкумаровой  кислоты,  хлорогеновая  кислота);  каротиноиды;  мальтол;  эфирное  масло;  цианогенные  гликозиды (цинокардин,  пассибифлорин,  эпипассибифлорин, пасситрифасцитин),  в следовых  количествах  βкарболиновые  (индольные)  алкалоиды  (гарман, гармол, гармалол);  жирные  кислоты  (линолевая,  линоленовая, пальмитиновая,  олеиновая  и миристиновая),  органические  кислоты  (муравьиная,  масляная  и гаммааминомасляная  кислоты);  кумарины;  фитостеролы","Экстракт пассифлоры обладает сед ативными свойствами, оказывает выраженный терапевтический эффект при лечении многих нервных заболеваний.  Применяют его при неврастенических состояниях, при различных функциональных заболеваниях нервной системы, сопровождающихся повышенной возбудимостью , бессонницей, головной болью, а также при гиперкинезах, постгриппозных арахноидитах, климактерических расстройствах и при другой патологии центральной нервной системы"
117,Пастернак Посевной,"Растет по песчаным берегам рек, сухим склонам,  пустырям,  посёлкам,  обочинам  дорог,  посевам во всех областях Средней России, к югу ч аще и обильнее.  Его разводят  как культурное  растение",,высокопоясные,False,False,42 т.,ноябрь,ноябрь,"В плодах  содержатся  линейные и ангулярные фурокумарины (общее содержание 107,2222,8  мг/г на свежий  вес, 50,266,4 мг/г (растворимое сухое вещество),  основные соединения в незрелых семенах  – бергаптен  (40,8  %), пимпенелин  (10,5  %), метоксален (5,7 %), изопимпенелин (4,3 %), императорин (3,2 %), феллоптерин (7,2 %), а также байкангеликол, гераклеин, изобергаптен, байкангелецин, геракленол, псорален, и зобайкангелицин","Ранее на основе пастернака посевного были разработаны препараты: Пастинацин (таблетки, 0,02 г) и Бероксан (таблетки 0,02 г и 0,25 %, 0,5 % растворы).  Пастинацин применяли в качестве спазмолитического средства при стенокардии,  коронарной  недо статочности  и неврозах,  сопровождающихся  коронароспазмом"
118,Пастушья Сумка Обыкновенная,"Пастушья  сумка  имеет  голарктический  тип ареала.  Широко распространена на всей территории России, кроме Арктики","Камчатский край, Саха (Якутия), Сахалинская область, Северная Осетия-Алания",луговые,True,False,15 т.,,,"В надземной части (траве) содержатся флавоноиды (кверцитин, трицин, диосметин, кемпферол, лютеолин, гесперитин, купрессофлавон, свертизин и их гликозиды: рутин, диосмин, гесперидин,  лютеолин7рутинозид,  лютеолин7галактозид, кверцетин3рутинозид, хризоэринол Oглюкозид, изорамнетин Oрутинозид), 4′,7дигидрокси5гидроксиметил8пренилфлавоноид, 4′,7дигидрокси5гидроксиметил6,8дипренилфлавонид; фенокарбоновые кислоты и их производные (хлорогеновая, 1ферулоилβDглюкопиранозид), органиче ские кислоты (щавелевая, хинная, яблочная,  лимонная,  ванилиновая, сиреневая и фумаровая); азотсодержащие соединения (холин (1 %), ацетилхолин, гистамин, неидентифицированные алкалоиды); полидипептиды (преимущественно αи γаминомасляная и αаминоади пиновая кислоты), белки; эфирное масло (доминирующим компонентом которого является камфора); смолы; сапонины; каротиноиды; витамины (С, К); карденолиды; алкановые углеводороды; сесквилигнановые гликозиды (7S, 8R, 8′R(−)ларицирезинол4,4′бисOглюк опиранозид, ларицирезинол 4′Oβdглюкозид, (+)пинорезинолβdглюкозид, салидрозид, 3(4βdглюкопиранозилокси3,5диметокси)фенил2Eпропанол,   βгидроксипропиованилон 3Oβdглюкопиранозид, кониферин; аминокислоты (пролин, тирамин, орнитин, треонин,  изолейцин,  глутаминовая  кислота,  аспарагин, триптофан, аргинин, тирозин и др","Настой  травы  пастушьей сумки  является  гемостатическим  средс твом  и применяется как кровоостанавливающее средство при легочных,  почечных,  маточных  и желудочнокишечных  кровотечениях.   Его стоит  с осторожностью  принимать  при повышенной свертываемости крови, тромбоэмболии  (в анамнезе), в период грудного вскармливания"
119,Переступень Белый,Встречается как одичалое растение почти по всей Европейской России  (за исключением северных областей).   На Кавказе  растет  в диком  виде,"Астраханская область, Волгоградская область, Мордовия, Северная Осетия-Алания","лесные, красные, высокопоясные",False,False,,июнь,август,"В подземной части (корнях) содержатся углеводы (сахароза, полисахариды); эфирное масло (0,34 %); флавоноиды (6Сглюкопиранозид 2(4’гидроксифе нил)5гидрокси7ОβDглюкопиранозилокси4Н1бензопиранона4, 2(4’гидроксифенил)5,7дигидрокси6Сглюкопиранозилокси4Н1бензопиранон4, 2(4’гидроксифенил)5,7дигидрокси8Сглюкопиранозилокси4Н1бензопиранон); тритерпеноиды (22дезоксокукурбитацин D, 23, 24дигидрокукурбитацин В, 22дезоксокукурбитозид, 22дезоксокукурбитозид В); стерины; азотосодержащие соединения (в том числе алкалоиды – 0,24 %); кумарины (0,75 %); жирное масло (0,96 %); Огликозиды и Сгликозиды (бриомарид, б риодулькозид, бриобиозид, неизвестный тритерпеновый стерин, стероидный гликозид, витексин, изовитексин, изоориентин, сапонарин, эфир сапонарина и кофейной кислоты, лютонарин);  дубильные  и горькие  вещества;  3αгидроксимультифлора7,9(11)диен29αоическая кислота","В научной медицине отвар корней переступня применяют как слабительное и противоревматическое  средство.   В традиционной  медицине отвар из корней растения в небольших дозах принимают  внутрь  при отеках  разного  происхождения, болях в области сердца, при мигрени, повышенном нервном возбуждении и эпилепсии, в случае маточных кровотечений и скудных менструаций, а также как антигельминтное  средство  при круглых  глистах"
120,Перец Однолетний,"Родиной стручкового перца считают Центральную Америку (Мексика, Гватемала).  Там он был введен в культуру более 2 тыс",Северная Осетия-Алания,красные,True,False,,март,март,"В плодах содержатся витамины (С  100300 мг/100 г  сырого  вещества, группы В); алкалоиды  (капсаицин  11,9 %); фенолкарбоновые  кислоты (хлорогеновая, пгидроксибензойная, кофейная, феруловая, ванилиновая, розмариновая); флавоноиды (рути н, кверцетин,  наригенин);  сахара;  крахмал;  белки; липиды;  клетчатка;  сесквитерпены;  макрои микроэлементы (концентрирует соли K, Na, Fe, P, S)","Препараты  стручкового перца применяют наружно как раздражающее и отвлекающее  средство,  для растираний  при невралгиях, радикулитах, миозитах, люмбоишиалгиях, а также используют  как острую  пряность,  повышающую  аппетит.  Стручковый перец однолетний выпускают под названием  «Перца  стручкового  настойка»,  которая  применяется  как местнораздражающее  средство  при невралгиях,  радикулитах,  миозитах,  люмбаго  и ишиалгии"
121,Пижма Обыкновенная,"Пижма  обыкновенная  имеет  евроазиатский  тип ареала.   Она распространена  почти  по всей Европейской  России,  кроме  восточных  районов  Предкавказья,  бассейна  нижнего  течения  pp",Северная Осетия-Алания,"луговые, полупустынные, высокопоясные",True,False,319 т.,апрель,октябрь,"В надземной  части  (траве) содержатся  монои сесквитерпеноиды (()борнеол,   ()камфора,   ()хризантенон,   ()эпитатридин  В, (+)10гидрокси3туйон, (+)лимонен, (7)вербенол, 1,2дегидроцинеол, 1,8цинеол, 11,13дегидродезацетилматрикарин, 1βгидроксиарбускулин А , 1эпилюдовицин С, 1эпитатридин В, 5,5диметил6метиленнорборнан2(экзо)ол, 5,5диметилнорборнан2(экзо)ол, 5кадинен,  6камфенол,  8а,9βдигидрокси(транс,транс)гермакра1(10),4трансдиен12,6олид, 8оксо2α,9дигидрокси(транс,транс )гермакра1 (10),4трансдиен6,12олид, nцимен, nцимол,  αrкуркумен,  αгумулен,  αгурьюнен,  αкадинол,  αлонгипинен, αпинен, αтерпинен, αтерпинеол, αтерпинилацетат, αтуйон, αфелландрен, αэлемен, αэпимууролол, βDглюкозид αтерпинеола, βDглюкозид изотуйола,  βDглюкозид  неоизотуйола,  βкадинен,  βкариофиллен, βмирцен, βпинен, βселинен, βтуйон, βфелландрен,  βэлемен,  γкадинен,  γмууролен,  γтерпинен, γэудесмол, δкадинен, артемизиакетон, артемизиевый спирт, артеморин, артеморин, ахиллен, ахилленол  (сантолиновый  спирт),  ацетат  артемизиевого спирта,  ацетат  артеморина,  ацетат  лиратола,  ацетат  неодигидрокарвеола, ацетат хризантемина, бицикло гермакрен,  борнеол,  борнилацетат,  вербенол,  вербенон,  вульгарен  А, вульгарен  В, вульгарол,  вульгарон  А, вульгарон В, гераниол,  гермакрен  D, даванон,  дегидро1,8цинеол, дезацетилпиретрозин, дентатин А, диэпоксид костунолида,  изо3туйилацетат,  изобор неол,  изоборнилацетат, изодигидрокарвеол, изопинокамфон, иланген, йомогиспирт, калакорен, каламенен, камфен, камфен6ол, камфора, лимонен, линалоол, лиратол, лонгициклен, миртеналь, миртенол, нерилацетат, неролидол, оксид кариофиллена, партенолид, пино камфенол, пинокамфон, пиперитон, рейнозин, сабинен, сабиненгидрат, сантамарин, спатуленол, тавулин, тавурин, тамарин, тамирин,  танавульгарол,  танахин,  танацетин,  танацетол А, танацетол  В, татридин  А, татридин  В, терпинен4ол, терпинилацетат,  терпинолен,  тимол,  транс∆3,4гидропероксид даванона, трансдигидрокарвон, транспинокарвеол, транспиперитол, транссабинилацетат, транстуйон, трансхризантенилацетат, трициклен, туйиловый спирт, умбелдинен, умбеллулон , ханфиллин, хризанин,  хризантенилацетат  хризантенилбутират, хризантенилвалерат, хризантенилвалерианат, хризантенилизобутират,  хризантенилпропионат,  хризантенол, хризантенон, хризартемин А, цислонгипинан2,7дион, циспинокамфон, цистуйон, цисхриз антенол, эвгенол, элемицин); каротиноиды ( трансэпоксиαкаротин, βкаротин, цисдиэпоксиβкаротин, трансдиэпоксиβкаротин, βзеаксантин, мутатохром, лютеин, флавоксантин); тритерпеноиды (αамирин, βамирин, тараксастерол, псевдотараксастерол, тар аксерол); стероиды  (βситостерин,  стигмастерин,  кампестерин,  холестерин);  кумарины  (скополетин,  изофраксидин);  фенолкарбоновые кислоты (хлорогеновая, кофейная, 3,5дикофеоилхинная); флавоноиды (3,6,3’,4’тетраметиловый эфир кверцетагетина, 3,6,3’триметиловый эфир кверцетагетина,  3,6диметиловый  эфир  кверцетагетина, 3’метиловый  эфир  лютеолина,  6,3’диметилов ый эфир 6гидроксилютеолина, 6,4’диметиловый эфир скутелляреина, 6,7,4’триметиловый эфир 6гидроксилютеолина, 6гидроксилютеолин7глюкозид, 6метиловый эфир 6гидроксилютеолина, 6метиловый эфир скутелляреина, акацетин (5,7дигидрокси41метоксифл авон), аксилларин,  апигенин  (5,7,41тригидроксифлавон),  апигенин7глюкозид (космосиин), апигенин7глюкуронид, диосметин7глюкуронид, кверцетин, лютеолин, лютеолин7глюкозид  (цинарозид),  лютеолин7глюкуронид, тилианин (акацетин7ОβDглюкопиран озид), триметиловый эфир апигенина, хризоэриол, эупатилин, яцеидин, яцеозидин); алициклические соединения (1,3,3триметилциклогекс1ен4карбоксальдегид); производные бензола (1,2диметилбензол); циклитолы (вибурнит); полиацетиленовые соединения (дегидр оматрикариаэфир);  серосодержащие  соединения  (метилпропенилтиенилакрилат);  высшие  алифатические  углеводороды (эйкозан); алкилгликозиды ( нбутилαглюкопиранозид, ндецилαDглюкопиранозид); высшие жирные кислоты (стеариновая); органические кислоты (винная, лимонная); углеводы (полисахариды, пектин,  в гидролизате галактуроновая кислота, галактоза, арабиноза, глюкоза, ксилоза, рамноза); эфирное масло (до 0,15 %); дубильные вещества (до 3,7 %)","Настой цвет ков пижмы обыкновенной применяют как антигельминтное средство,  а также  при гепатите,  энтероколите,  гастрите с пониженной  секрецией  желудочного  сока и замедленной эвакуацией.  Пижма входит в состав желчегонного сборапрепарата  Фитогепатол  № 3 (Желчегонный  сбор №3)"
